-3.283529675803553705e-01 -2.832627005498201678e-01
-9.169360843792639937e-02 -3.157561584908660096e-02
-3.347373802209117621e-01 -2.334829536577632814e-01
-1.379578653995426341e-01 -9.780286596332132820e-02
1.523947758301018807e+00 7.292763449739266823e-01
-5.462470563050455530e-01 -1.844478182999356453e-01
-1.184712047109556687e+00 -5.681660894871354284e-01
-9.682143566300809301e-01 -4.428245546043614311e-01
7.453163982034338719e-01 4.954439873124649729e-01
6.337533836173845359e-01 4.349680150242709598e-01
-4.143759675044814683e-01 -4.093910736970736708e-01
-1.537139431957907920e+00 -8.115543253132373458e-01
9.266950653119759851e-01 5.832914986399070356e-01
3.562979089576926439e-01 1.820554191663349974e-01
-1.128439864178199942e-01 5.525579511638407937e-03
-1.220320751974756091e-01 4.280697163472040045e-02
-4.219789090453310854e-01 -2.942017959025720053e-01
1.142727663558199991e+00 4.996898458170057622e-01
-1.282443507545708572e-01 9.650062328308833814e-02
-8.745848796005496473e-01 -4.224451753342901572e-01
-2.348957764970497575e+00 -1.185488104703445122e+00
-1.460963904194686469e-01 3.054832193454541656e-02
2.720577878889399726e-01 1.996437710360070561e-01
-1.631419307069974067e+00 -6.300601870627584589e-01
4.510418753861992758e-01 2.607972802556297598e-01
4.516848340779972548e-01 1.490446957356133806e-01
2.481378427433246492e-01 1.293295919768655544e-01
9.734346376594553707e-01 5.375510079596288460e-01
5.810767958438842751e-01 2.633301356105777757e-01
-3.867154694097305750e-02 -5.409702813952492473e-02
4.610942508479842772e-01 4.180384780402794931e-01
1.193221720048140311e+00 5.067702816463895976e-01
-2.116560053843767886e+00 -1.052832528201414819e+00
1.532396197827828432e+00 7.725870206145932784e-01
1.528544218119901377e+00 6.146926535005639014e-01
4.908963858836254412e-01 2.953749668147513940e-01
6.689155897071364931e-01 2.400548084509731006e-01
2.006731097756346560e-01 2.388905792431744723e-01
-6.860667819902227516e-01 -4.671913400701678265e-01
-9.497874757933032486e-01 -3.926286305471173854e-01
-1.393161863021241675e+00 -2.742735680931350228e-01
-4.619725023144010123e-01 -1.945906570218203513e-01
-3.690822010243312024e-01 -1.895555891672251470e-01
9.959459115783789729e-01 5.075371514406445961e-01
3.094602183562282227e-01 1.646768574861604828e-01
-2.057529523448899056e+00 -1.075521669665596702e+00
-1.182851947546500471e+00 -7.456655553765827449e-01
4.076642446745233905e-01 5.006572130957523403e-02
-1.602870270128370800e+00 -8.480583594497045352e-01
-7.884771143641122748e-01 -1.907033714426702442e-01
4.669470282662809280e-01 3.294097771865358015e-01
-1.570176989521239463e-01 -5.833535654209946741e-02
-3.724412963998125492e-01 -2.578320144120231361e-01
-1.147475941901091367e+00 -5.510492057624151174e-01
1.325618420673927655e+00 8.191127836202668488e-01
-9.554331362246161197e-01 -3.318599288210247744e-01
-7.041924788019413572e-01 -4.990023081432009011e-01
-1.156770534678910334e+00 -5.501887920125582143e-01
2.618273356820434786e-02 -3.097268646252635677e-02
-2.119298391035292495e-01 -1.103135203785878538e-01
-2.553609730215510853e-01 -9.465670617468602277e-02
5.686928120132489495e-01 4.686979653227275611e-01
-5.982352162043865773e-01 -1.857345741780049297e-01
7.781847995556905317e-01 4.197651610746731543e-01
1.177320122581260176e+00 5.890193486076176210e-01
-5.762866065943671456e-01 -2.017635525088937176e-01
-2.462383371539997312e-01 -1.317513737473572089e-01
-1.099034274753900808e+00 -4.171944727578364986e-01
-6.871274097354183041e-01 -3.956381874534237175e-01
-4.593166482435710463e-01 -2.359464918035252268e-01
1.531107260112539947e+00 7.580378932155064087e-01
-2.343785759722008880e-02 5.212536164152356544e-02
-7.936884396953826359e-02 -1.205516980946131356e-01
-1.194469170527309609e+00 -7.358675450479875702e-01
2.139614759644815400e+00 1.049907889949159179e+00
-1.999184048366032806e-01 1.643540860080834887e-01
-6.443658919578498789e-01 -4.403257796681862013e-01
-8.999288366320536969e-01 -5.348220479740876110e-01
-5.212112735641194483e-01 -2.323469849161555745e-01
-1.011093091171960001e+00 -5.737680367386586155e-01
8.080866080187845135e-01 4.607956298560785813e-01
-7.089147211711787078e-01 -4.469682250005671542e-01
-4.491718821166967301e-01 -2.738182062151085505e-01
1.093129776304621048e+00 4.323272917036790064e-01
-1.578275986639565032e+00 -9.340796378617723938e-01
6.057218869227662950e-01 4.631243961674113008e-01
-1.982840735620785999e+00 -1.037229715218898063e+00
-1.245149747119098510e-01 6.099439716358440872e-02
-4.268636902178022940e-01 -1.559802586063638308e-01
-1.503509197155012078e+00 -7.474189884989634880e-01
-1.994188848633584865e-01 8.072165390265506613e-03
7.311927115836052149e-01 3.787555403894965478e-01
-6.778457746280206475e-01 -4.828128944817146051e-01
1.886921095755480948e+00 8.808106947388987251e-01
1.183833574825396751e+00 5.247113797737336105e-01
8.995423575374562608e-01 4.513802303420914042e-01
-1.134069929832694168e+00 -4.309437224467613792e-01
9.803479251412956508e-01 4.348353508695389502e-01
6.000403229930234561e-01 2.483290594025653886e-01
2.861397614586707119e-02 5.783611503418030486e-02
